Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
657,Cody Bolton,27,CLE,AL,-0.1,0,0,,13.50,1,0,0,0,0,0,2.0,4,3,3,0,0,0,1,0,0,0,10,36,2.09,2.000,18.0,0.0,0.0,4.5,,,boltoco01
658,Juan Burgos,25,SEA,AL,0.0,0,0,,4.50,1,0,1,0,0,0,2.0,2,1,1,0,1,0,2,0,0,0,9,98,2.59,1.500,9.0,0.0,4.5,9.0,2.00,,burgoju01
659,John Curtiss,32,ARI,NL,0.1,1,0,1.000,0.00,2,0,1,0,0,0,2.0,1,0,0,0,0,0,1,0,0,0,7,,2.09,0.500,4.5,0.0,0.0,4.5,,,curtijo02
660,Brett de Geus,27,PHI,NL,0.0,0,0,,4.50,1,0,1,0,0,0,2.0,1,1,1,0,3,0,0,0,0,0,10,111,7.59,2.000,4.5,0.0,13.5,0.0,0.00,,degeubr01
661,Ezequiel Durán,26,TEX,AL,0.1,0,0,,0.00,2,0,2,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,6,,3.09,0.000,0.0,0.0,0.0,0.0,,,duranez01
662,Nick Hernandez,30,HOU,AL,-0.1,0,0,,9.00,2,0,2,0,0,0,2.0,4,2,2,1,2,0,2,0,0,0,12,53,10.59,3.000,18.0,4.5,9.0,9.0,1.00,,hernani01
663,Andrew Hoffmann,25,KCR,AL,-0.1,0,0,,9.00,1,0,1,0,0,0,2.0,3,2,2,1,0,0,4,0,0,1,10,54,5.59,1.500,13.5,4.5,0.0,18.0,,,hoffman01
664,Seth Johnson,26,PHI,NL,0.0,0,0,,4.50,1,0,0,0,0,0,2.0,2,1,1,0,0,0,0,0,0,0,8,111,3.09,1.000,9.0,0.0,0.0,0.0,,,johnsse01
665,Brooks Kriske,31,CHC,NL,0.1,0,0,,0.00,1,0,1,0,0,0,2.0,1,0,0,0,2,0,1,0,0,0,8,,5.09,1.500,4.5,0.0,9.0,4.5,0.50,,kriskbr01
666,Jack Little,27,LAD,NL,-0.1,0,0,,9.00,1,0,1,0,0,0,2.0,4,2,2,0,1,0,1,1,0,0,11,52,5.09,2.500,18.0,0.0,4.5,4.5,1.00,,littlja02
667,Willie MacIver,28,ATH,AL,0.1,0,0,,0.00,2,0,2,0,0,0,2.0,4,0,0,0,0,0,0,0,0,0,10,,3.09,2.000,18.0,0.0,0.0,0.0,,,macivwi01
668,Sam Moll*,33,CIN,NL,-0.2,0,0,,18.00,3,0,1,0,0,0,2.0,3,4,4,1,3,0,1,0,0,2,12,29,13.09,3.000,13.5,4.5,13.5,4.5,0.33,,mollsa01
669,Chris Murphy*,27,BOS,AL,0.1,0,0,,0.00,1,0,1,0,0,0,2.0,0,0,0,0,2,0,2,0,0,0,8,,4.09,1.000,0.0,0.0,9.0,9.0,1.00,,murphch01
670,Tyler Owens,24,DET,AL,0.1,0,0,,0.00,2,0,2,0,0,0,2.0,1,0,0,0,0,0,1,0,0,0,7,,2.09,0.500,4.5,0.0,0.0,4.5,,,owensty01
671,Joe Rock*,24,TBR,AL,-0.1,0,0,,9.00,1,0,1,0,0,0,2.0,4,2,2,1,0,0,4,1,0,0,12,52,7.09,2.000,18.0,4.5,0.0,18.0,,,rockjo01
672,Erik Sabrowski*,27,CLE,AL,0.0,0,0,,4.50,2,0,1,0,0,0,2.0,2,1,1,0,1,0,3,0,0,0,8,108,1.59,1.500,9.0,0.0,4.5,13.5,3.00,,sabroer01
673,Ian Seymour*,26,TBR,AL,0.4,1,0,1.000,0.00,1,0,1,0,0,0,2.0,0,1,0,0,2,1,2,0,0,0,9,,4.09,1.000,0.0,0.0,9.0,9.0,1.00,,seymoia01
674,Jacob Stallings,35,COL,NL,0.0,0,0,,4.50,1,0,1,0,0,0,2.0,2,1,1,0,0,0,1,0,0,0,8,119,2.09,1.000,9.0,0.0,0.0,4.5,,,stallja01
675,Freddy Tarnok,26,MIA,NL,0.1,1,0,1.000,0.00,2,0,1,0,0,1,2.0,0,0,0,0,0,0,1,1,0,0,6,,3.59,0.000,0.0,0.0,0.0,4.5,,,tarnofr01
676,Touki Toussaint,29,LAA,AL,0.0,0,0,,9.00,1,0,1,0,0,0,2.0,4,2,2,0,1,0,3,0,0,0,11,55,1.59,2.500,18.0,0.0,4.5,13.5,3.00,,toussto01
677,Jordan Wicks*,25,CHC,NL,-0.4,0,1,.000,13.50,2,0,1,0,0,0,2.0,6,5,3,0,0,0,2,0,0,0,12,34,1.09,3.000,27.0,0.0,0.0,9.0,,,wicksjo01
678,Luke Williams,28,ATL,NL,-0.1,0,0,,9.00,2,0,2,0,0,0,2.0,4,2,2,1,0,0,1,0,0,0,10,54,8.59,2.000,18.0,4.5,0.0,4.5,,,willilu01
679,Will Wilson,26,CLE,AL,-0.1,0,0,,9.00,1,0,1,0,0,0,2.0,2,2,2,1,0,0,0,0,0,0,8,54,9.59,1.000,9.0,4.5,0.0,0.0,,,wilsowi03
680,Tyler Zuber,30,NYM,NL,0.0,0,0,,9.00,1,0,1,0,0,0,2.0,3,2,2,0,0,0,3,0,0,0,9,50,0.09,1.500,13.5,0.0,0.0,13.5,,,zuberty01
681,Sauryn Lao,25,SEA,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.2,3,1,0,0,0,0,3,0,0,0,8,,-0.52,1.800,16.2,0.0,0.0,16.2,,,laosa01
682,Tomás Nido,31,DET,AL,0.1,0,0,,0.00,1,0,1,0,0,0,1.2,0,0,0,0,0,0,0,1,0,0,6,,4.89,0.000,0.0,0.0,0.0,0.0,,,nidoto01
683,Adam Ottavino,39,NYY,AL,0.1,0,0,,0.00,3,0,0,0,0,0,1.2,0,0,0,0,4,0,3,0,0,0,9,,6.69,2.400,0.0,0.0,21.6,16.2,0.75,,ottavad01
684,Daniel Robert,30,PHI,NL,0.0,0,0,,5.40,3,0,2,0,0,0,1.2,2,1,1,0,3,0,4,0,0,0,9,95,3.69,3.000,10.8,0.0,16.2,21.6,1.33,,roberda11
685,Bradgley Rodríguez,21,SDP,NL,0.1,0,0,,0.00,1,0,0,0,0,0,1.2,0,0,0,0,1,0,1,1,0,0,6,,5.49,0.600,0.0,0.0,5.4,5.4,1.00,,rodribr01
686,Jhonathan Díaz*,28,SEA,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,5,,1.59,0.750,6.8,0.0,0.0,6.8,,,diazjh01
687,Codi Heuer,28,TEX,AL,0.0,0,0,,6.75,1,0,1,0,0,0,1.1,1,1,1,1,0,0,1,0,0,0,5,73,11.34,0.750,6.8,6.8,0.0,6.8,,,heuerco01
688,Yaramil Hiraldo,29,BAL,AL,0.1,0,0,,0.00,1,0,1,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,5,,1.59,0.750,6.8,0.0,0.0,6.8,,,hiralya01
689,Bailey Horn*,27,DET,AL,0.1,0,0,,0.00,1,0,0,0,0,0,1.1,1,0,0,0,0,0,2,0,0,0,5,,0.09,0.750,6.8,0.0,0.0,13.5,,,hornba01
690,Andrew Walters,24,CLE,AL,-0.1,0,0,,13.50,2,0,0,0,0,0,1.1,2,2,2,1,0,0,2,0,0,0,6,39,9.84,1.500,13.5,6.8,0.0,13.5,,,waltean01
691,Grant Wolfram*,28,BAL,AL,-0.1,0,0,,13.50,2,0,0,0,0,0,1.1,3,2,2,0,2,0,1,0,0,0,9,37,6.09,3.750,20.3,0.0,13.5,6.8,0.50,,wolfrgr01
692,Jacob Amaya,26,CHW,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.09,0.000,0.0,0.0,0.0,0.0,,,amayaja01
693,Alec Burleson*,26,STL,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,1,0,0,4,,6.09,1.000,9.0,0.0,0.0,0.0,,,burleal01
694,José Caballero,28,TBR,AL,-0.2,0,0,,54.00,1,0,1,0,0,0,1.0,5,6,6,2,1,0,0,0,0,0,9,10,32.09,6.000,45.0,18.0,9.0,0.0,0.00,,cabaljo01
695,Willi Castro,28,MIN,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.09,1.000,9.0,0.0,0.0,0.0,,,castrwi01
696,Davis Daniel,28,ATL,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,4,,4.09,0.000,0.0,0.0,0.0,9.0,,,danieda01
697,Nate Eaton,28,BOS,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,4,,3.09,2.000,18.0,0.0,0.0,0.0,,,eatonna01
698,Scott Effross,31,NYY,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,,1.09,1.000,9.0,0.0,0.0,9.0,,,effrosc01
699,Garrett Hampson,30,STL,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.09,0.000,0.0,0.0,0.0,0.0,,,hampsga01
700,Geoff Hartlieb,31,NYY,AL,-0.1,0,0,,27.00,1,0,0,0,0,0,1.0,2,3,3,0,3,0,3,0,0,0,8,21,6.09,5.000,18.0,0.0,27.0,27.0,1.00,,hartlge01
701,Austin Hedges,32,CLE,AL,0.0,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,1,0,1,0,0,0,6,63,4.09,3.000,18.0,0.0,9.0,9.0,1.00,,hedgeau01
702,Tyler Heineman,34,TOR,AL,0.0,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,0,0,0,0,1,0,0,5,63,6.09,1.000,9.0,0.0,0.0,0.0,,,heinety01
703,José Herrera,28,ARI,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,5,,3.09,2.000,18.0,0.0,0.0,0.0,,,herrejo04
